P,Sex,Age,Bigram_Frequency,Conc_initial,Conc_trailing,Freq_initial,Freq_trailing,Group,Initial,LR_Diversity,Letters_initial,Letters_ttrailing,POS_initial,POS_trailing,Phonemes_initial,Phonemes_trailing,Syll_initial,Syll_trailing,Trailing,W_NW,accuracy,correct,correct_response,response_time
4,1,51,10,2.77,2.7,356.72,59.67,2,less,479,4,6,Adverb,Adjective,3,5,1,2,afraid,w,56.39534884,1,[word_response],373
4,1,51,,,,,,0,rapid,0,5,6,,,,,,,sprnig,nw,56.23188406,0,[nonword_response],1033
4,1,51,0,4.63,4.4,8.91,62.03,3,ski,17,3,8,Verb,Noun,,7,1,2,aircraft,w,56.3583815,1,[word_response],563
4,1,51,2083,3.34,4.89,2609.19,466.08,1,their,3442,5,8,Pronoun,Noun,3,7,1,2,children,w,56.48414986,1,[word_response],448
4,1,51,0,2.5,2.03,0.18,199.64,3,berate,0,6,8,Verb,Verb,,7,2,2,involved,w,56.6091954,1,[word_response],545
4,1,51,,,,,,0,chow,0,4,5,,,,,,,trdae,nw,56.4469914,0,[nonword_response],1182
4,1,51,13,3.74,4.8,1.9,115.56,2,pelvic,4,6,5,Adjective,Noun,6,4,2,1,floor,w,56.57142857,1,[word_response],482
4,1,51,,,,,,0,hostile,0,7,4,,,,,,,rnik,nw,56.41025641,0,[nonword_response],1571
4,1,51,0,,4,1.93,194.84,3,chilli,5,6,4,Noun,Verb,,3,2,1,call,w,56.25,0,[word_response],3000
4,1,51,0,4.1,4,3.95,2.22,3,tides,4,5,5,Noun,Adjective,,,1,1,mauve,w,56.37393768,1,[word_response],437
4,1,51,243,3.07,2.89,36.05,129.82,1,rapid,53,5,6,Adjective,Noun,5,4,2,1,growth,w,56.49717514,1,[word_response],389
4,1,51,,,,,,0,gimlet,0,6,6,,,,,,,coidng,nw,56.33802817,0,[nonword_response],1129
4,1,51,,,,,,0,funny,0,5,5,,,,,,,adlut,nw,56.17977528,0,[nonword_response],768
4,1,51,,,,,,0,want,0,4,5,,,,,,,scayl,nw,56.02240896,0,[nonword_response],1766
4,1,51,0,3.25,3.2,737.78,191.09,3,year,343,4,7,Noun,Noun,,6,1,2,hundred,w,56.1452514,1,[word_response],1380
4,1,51,,,,,,0,secret,0,6,5,,,,,,,whsoe,nw,55.98885794,0,[nonword_response],945
4,1,51,0,3.04,4.91,0.85,9.91,3,recede,0,6,5,Verb,Noun,,,2,1,socks,w,56.11111111,1,[word_response],368
4,1,51,,,,,,0,quickly,0,7,5,,,,,,,allwo,nw,55.95567867,0,[nonword_response],630
4,1,51,461,1.64,2.52,807.95,171.14,1,good,850,4,8,Adjective,Noun,3,7,1,2,practice,w,56.07734807,1,[word_response],575
4,1,51,12,3,3.21,0.78,67.12,2,darn,1,4,5,Adjective,Noun,4,3,1,1,sight,w,56.19834711,1,[word_response],811
4,1,51,10,2.36,2.74,123.84,153.75,2,quickly,129,7,5,Adverb,Verb,6,4,2,2,added,w,56.31868132,1,[word_response],494
4,1,51,0,3.28,4.14,0.11,1.03,3,lifer ,0,6,4,Noun,Verb,,,2,1,hugs,w,56.43835616,1,[word_response],396
4,1,51,,,,,,0,meet,0,4,4,,,,,,,ogne,nw,56.28415301,0,[nonword_response],369
5,1,29,207,3.81,4.72,2.9,22.69,1,barbed,1,6,4,Adjective,Noun,5,3,1,1,wire,w,85.71428571,1,[word_response],532
5,1,29,0,4.04,2.5,6.46,190.6,3,oval,9,4,7,Adjective,Noun,,3,2,1,hipster,w,87.5,1,[word_response],820
5,1,29,0,,3.03,0.14,4.94,3,gimlet,0,6,6,Noun,Verb,,,2,2,coding,w,88.88888889,1,[word_response],566
5,1,29,,,,,,0,bile,0,4,4,,,,,,,ptah,nw,90,1,[nonword_response],531
5,1,29,,,,,,0,coiled,0,6,5,,,,,,,shrot,nw,90.90909091,1,[nonword_response],546
5,1,29,10,2.36,2.74,123.84,153.75,2,quickly,129,7,5,Adverb,Verb,6,4,2,2,added,w,91.66666667,1,[word_response],511
5,1,29,,,,,,0,glide,0,5,5,,,,,,,dorop,nw,92.30769231,1,[nonword_response],511
5,1,29,,,,,,0,meet,0,4,4,,,,,,,ogne,nw,92.85714286,1,[nonword_response],688
5,1,29,10,2.62,2.86,16.48,220.99,2,hostile,19,7,6,Adjective,Noun,6,5,2,2,action,w,93.33333333,1,[word_response],486
5,1,29,,,,,,0,toxic,0,5,4,,,,,,,tset,nw,93.75,1,[nonword_response],503
5,1,29,,,,,,0,chow,0,4,5,,,,,,,trdae,nw,94.11764706,1,[nonword_response],534
5,1,29,14,4.47,3.93,0.67,137.01,2,chow,1,4,4,Noun,Noun,2,4,1,1,test,w,94.44444444,1,[word_response],486
5,1,29,0,4.63,4.4,8.91,62.03,3,ski,17,3,8,Verb,Noun,,7,1,2,aircraft,w,94.73684211,1,[word_response],502
5,1,29,,,,,,0,want,0,4,5,,,,,,,scayl,nw,95,1,[nonword_response],597
5,1,29,,,,,,0,recent,0,6,7,,,,,,,adrdess,nw,90.47619048,0,[nonword_response],546
5,1,29,,,,,,0,oval,0,4,7,,,,,,,hispter,nw,86.36363636,0,[nonword_response],1198
5,1,29,,,,,,0,ozone,0,5,7,,,,,,,acheive,nw,82.60869565,0,[nonword_response],882
5,1,29,243,3.07,2.89,36.05,129.82,1,rapid,53,5,6,Adjective,Noun,5,4,2,1,growth,w,83.33333333,1,[word_response],594
5,1,29,,,,,,0,secret,0,6,5,,,,,,,whsoe,nw,84,1,[nonword_response],559
5,1,29,437,4.25,4.97,49.68,65.17,1,acid,70,4,4,Noun,Noun,4,3,2,1,rain,w,84.61538462,1,[word_response],634
5,1,29,,,,,,0,reaches,0,7,6,,,,,,,timesr,nw,85.18518519,1,[nonword_response],709
5,1,29,428,4.33,3.38,34.45,176.07,1,rugby,39,5,5,Noun,Noun,5,6,2,2,union,w,85.71428571,1,[word_response],525
5,1,29,,,,,,0,their,0,5,4,,,,,,,fodo,nw,82.75862069,0,[nonword_response],555
5,1,29,10,3.37,4.4,337.71,50.78,2,large,468,5,5,Adjective,Noun,4,5,1,2,adult,w,83.33333333,1,[word_response],698
5,1,29,10,4.82,2.29,1241.58,67.68,2,people,679,6,7,Noun,Verb,5,4,2,2,achieve,w,83.87096774,1,[word_response],479
5,1,29,0,3.25,3.2,737.78,191.09,3,year,343,4,7,Noun,Noun,,6,1,2,hundred,w,84.375,1,[word_response],656
5,1,29,0,4.18,3.82,1.04,196.94,3,fart,0,4,6,Verb,Adverb,,4,1,1,course,w,84.84848485,1,[word_response],650
5,1,29,,,,,,0,snuffles,0,8,5,,,,,,,moedl,nw,85.29411765,1,[nonword_response],531
5,1,29,,,,,,0,rugby,0,5,5,,,,,,,stgae,nw,85.71428571,1,[nonword_response],546
5,1,29,,,,,,0,year,0,4,7,,,,,,,hunderd,nw,86.11111111,1,[nonword_response],782
5,1,29,,,,,,0,quickly,0,7,5,,,,,,,allwo,nw,86.48648649,1,[nonword_response],674
5,1,29,,,,,,0,tides,0,5,5,,,,,,,muave,nw,86.84210526,1,[nonword_response],680
5,1,29,12,3,3.21,0.78,67.12,2,darn,1,4,5,Adjective,Noun,4,3,1,1,sight,w,87.17948718,1,[word_response],591
5,1,29,0,2.82,4.53,0.12,133.35,3,snuffles,0,8,5,Verb,Noun,,,2,2,model,w,87.5,1,[word_response],555
5,1,29,0,3,2.04,141.09,195.48,3,meet,112,4,4,Verb,Verb,,3,1,1,gone,w,87.80487805,1,[word_response],488
5,1,29,,,,,,0,rapid,0,5,6,,,,,,,sprnig,nw,88.0952381,1,[nonword_response],521
5,1,29,0,2.5,2.03,0.18,199.64,3,berate,0,6,8,Verb,Verb,,7,2,2,involved,w,88.37209302,1,[word_response],712
5,1,29,461,1.64,2.52,807.95,171.14,1,good,850,4,8,Adjective,Noun,3,7,1,2,practice,w,88.63636364,1,[word_response],528
5,1,29,,,,,,0,canned,0,6,4,,,,,,,aggs,nw,88.88888889,1,[nonword_response],814
5,1,29,0,3.04,4.91,0.85,9.91,3,recede,0,6,5,Verb,Noun,,,2,1,socks,w,89.13043478,1,[word_response],592
5,1,29,0,,4,1.93,194.84,3,chilli,5,6,4,Noun,Verb,,3,2,1,call,w,89.36170213,1,[word_response],509
5,1,29,,,,,,0,give,0,4,8,,,,,,,langugae,nw,89.58333333,1,[nonword_response],733
5,1,29,0,3.7,4.69,15.35,0.51,3,reaches,16,7,6,Verb,Noun,,,2,2,timers,w,89.79591837,1,[word_response],675
5,1,29,,,,,,0,good,0,4,7,,,,,,,adavnce,nw,90,1,[nonword_response],637
5,1,29,,,,,,0,fleet,0,5,6,,,,,,,adivce,nw,90.19607843,1,[nonword_response],760
5,1,29,,,,,,0,have,0,4,5,,,,,,,sihgt,nw,90.38461538,1,[nonword_response],990
5,1,29,,,,,,0,ski,0,3,8,,,,,,,aicrraft,nw,90.56603774,1,[nonword_response],810
5,1,29,,,,,,0,barbed,0,6,5,,,,,,,folor,nw,90.74074074,1,[nonword_response],781
5,1,29,,,,,,0,fifty,0,5,6,,,,,,,afarid,nw,90.90909091,1,[nonword_response],690
5,1,29,11,2.83,2.57,451.17,50.4,2,give,248,4,7,Verb,Noun,3,6,1,2,advance,w,91.07142857,1,[word_response],665
5,1,29,10,1.93,2.73,575.47,104.37,2,want,139,4,6,Verb,Noun,4,5,1,2,advice,w,91.22807018,1,[word_response],657
5,1,29,311,2.5,2.07,158.58,299.1,1,recent,203,6,5,Adjective,Noun,6,4,2,1,times,w,91.37931034,1,[word_response],571
5,1,29,,,,,,0,larval,0,6,4,,,,,,,ofod,nw,91.52542373,1,[nonword_response],471
5,1,29,2083,3.34,4.89,2609.19,466.08,1,their,3442,5,8,Pronoun,Noun,3,7,1,2,children,w,91.66666667,1,[word_response],437
5,1,29,0,2.34,2.31,962.8,81.81,3,way,263,3,5,Adverb,Verb,,4,1,2,agree,w,91.80327869,1,[word_response],663
5,1,29,,,,,,0,less,0,4,5,,,,,,,fuond,nw,91.93548387,1,[nonword_response],641
5,1,29,,,,,,0,hostile,0,7,4,,,,,,,rnik,nw,92.06349206,1,[nonword_response],491
5,1,29,0,4.1,4,3.95,2.22,3,tides,4,5,5,Noun,Adjective,,,1,1,mauve,w,92.1875,1,[word_response],746
5,1,29,,,,,,0,darn,0,4,6,,,,,,,agered,nw,92.30769231,1,[nonword_response],671
5,1,29,234,4.46,4.25,11.83,49.68,1,bile,17,4,4,Noun,Noun,3,4,1,2,acid,w,92.42424242,1,[word_response],713
5,1,29,255,3.13,3.24,12.2,67.62,1,toxic,20,5,5,Adjective,Verb,6,4,2,1,waste,w,92.53731343,1,[word_response],561
5,1,29,,,,,,0,lifer ,0,6,4,,,,,,,hgus,nw,92.64705882,1,[nonword_response],477
5,1,29,,,,,,0,pelvic,0,6,6,,,,,,,strete,nw,92.75362319,1,[nonword_response],733
5,1,29,,,,,,0,recede,0,6,5,,,,,,,scoks,nw,92.85714286,1,[nonword_response],548
5,1,29,13,3.93,4.41,2.2,62.51,2,glide,1,5,4,Verb,Noun,4,3,1,1,path,w,92.95774648,1,[word_response],498
5,1,29,10,2.19,3.89,57.65,70.36,2,secret,69,6,7,Noun,Noun,6,5,2,2,address,w,93.05555556,1,[word_response],609
5,1,29,,,,,,0,acid,0,4,5,,,,,,,adedd,nw,93.15068493,1,[nonword_response],764
5,1,29,14,3.68,4.8,2.15,189.92,2,canned,3,6,4,Adjective,Noun,4,3,1,1,food,w,93.24324324,1,[word_response],546
5,1,29,,,,,,0,large,0,5,4,,,,,,,wtis,nw,93.33333333,1,[nonword_response],638
5,1,29,,,,,,0,gimlet,0,6,6,,,,,,,coidng,nw,93.42105263,1,[nonword_response],761
5,1,29,187,3.62,4.7,12.78,114.41,1,eighth,21,6,4,Number,Noun,2,4,1,2,army,w,93.50649351,1,[word_response],589
5,1,29,,,,,,0,drubs,0,5,5,,,,,,,nugde,nw,93.58974359,1,[nonword_response],536
5,1,29,13,3.74,4.8,1.9,115.56,2,pelvic,4,6,5,Adjective,Noun,6,4,2,1,floor,w,93.67088608,1,[word_response],471
5,1,29,17,3.27,4.64,1.46,165.65,2,larval,3,6,5,Adjective,Noun,6,4,2,1,stage,w,93.75,1,[word_response],645
5,1,29,,,,,,0,eighth,0,6,6,,,,,,,atcion,nw,93.82716049,1,[nonword_response],959
5,1,29,,,,,,0,people,0,6,6,,,,,,,numebr,nw,93.90243902,1,[nonword_response],604
5,1,29,0,3.28,4.14,0.11,1.03,3,lifer ,0,6,4,Noun,Verb,,,2,1,hugs,w,93.97590361,1,[word_response],472
5,1,29,,,,,,0,berate,0,6,8,,,,,,,ivnolved,nw,94.04761905,1,[nonword_response],665
5,1,29,10,2.77,2.7,356.72,59.67,2,less,479,4,6,Adverb,Adjective,3,5,1,2,afraid,w,94.11764706,1,[word_response],514
5,1,29,4525,2.18,2,4736.93,354.73,1,have,1900,4,4,Verb,Verb,3,3,1,1,done,w,94.18604651,1,[word_response],528
5,1,29,,,,,,0,funny,0,5,5,,,,,,,adlut,nw,94.25287356,1,[nonword_response],464
5,1,29,,,,,,0,fart,0,4,6,,,,,,,ocurse,nw,94.31818182,1,[nonword_response],577
5,1,29,0,,4.47,0.01,1.53,3,drubs,0,5,5,Verb,Verb,,,1,1,nudge,w,94.38202247,1,[word_response],974
5,1,29,,,,,,0,way,0,3,5,,,,,,,agere,nw,94.44444444,1,[nonword_response],939
5,1,29,,,,,,0,chilli,0,6,4,,,,,,,acll,nw,94.50549451,1,[nonword_response],569
5,1,29,381,3.48,3.87,85.82,407.39,1,fifty,78,5,4,Number,Number,5,3,2,1,five,w,94.56521739,1,[word_response],534
5,1,29,305,3.81,4.75,22.47,196.14,1,fleet,25,5,6,Noun,Noun,4,5,1,1,street,w,94.62365591,1,[word_response],534
5,1,29,13,3.83,3.89,1.94,59.83,2,coiled,1,6,6,Verb,Noun,4,5,1,2,spring,w,94.68085106,1,[word_response],547
5,1,29,452,3.5,3.52,12.85,25.43,1,ozone,14,5,5,Noun,Noun,4,3,2,2,layer,w,94.73684211,1,[word_response],657
5,1,29,198,2.5,3.17,44.9,352.11,1,funny,62,5,5,Adjective,Noun,4,3,2,1,thing,w,94.79166667,1,[word_response],793
5,1,29,12,4.31,2.94,1.52,446.74,5,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,94.84536082,1,[word_response],660
5,1,29,,,,,,0,your,0,4,6,,,,,,,anwser,nw,93.87755102,0,[nonword_response],447
5,1,29,11,3.43,4.7,1.28,4.87,5,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,92.92929293,0,[word_response],639
5,1,29,768,1.68,2.74,216.31,154.29,4,certain,300,7,6,Adjective,Noun,5,5,2,2,amount,w,93,1,[word_response],521
5,1,29,,,,,,0,sweeper,0,7,4,,,,,,,gian,nw,93.06930693,1,[nonword_response],505
5,1,29,0,3.83,4.12,0.55,415.47,6,blotter,0,7,5,Noun,Noun,,4,2,1,group,w,93.1372549,1,[word_response],584
5,1,29,,,,,,0,blotter,0,7,5,,,,,,,sesne,nw,93.2038835,1,[nonword_response],676
5,1,29,67,2.76,1.78,1187,81.54,4,first,1261,5,6,Number,Adjective,4,6,1,3,annual,w,93.26923077,1,[word_response],413
5,1,29,,,,,,0,polyp,0,5,5,,,,,,,egiht,nw,93.33333333,1,[nonword_response],366
5,1,29,,,,,,0,inunct,0,6,4,,,,,,,rdue,nw,93.39622642,1,[nonword_response],419
5,1,29,0,,2.6,,11.5,6,inunct,0,6,4,Verb,Noun,,,2,1,gall,w,93.45794393,1,[word_response],519
5,1,29,,,,,,0,effable,0,7,6,,,,,,,chesee,nw,93.51851852,1,[nonword_response],534
5,1,29,34,2.15,3.7,1.51,470.89,5,loony,1,5,4,Adjective,Verb,4,4,2,1,left,w,93.57798165,1,[word_response],646
5,1,29,186,2.79,2.38,720.77,228.64,4,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,93.63636364,1,[word_response],719
5,1,29,,,,,,0,that,0,4,5,,,,,,,palce,nw,93.69369369,1,[nonword_response],598
5,1,29,,,,,,0,behave ,0,7,4,,,,,,,suop,nw,93.75,1,[nonword_response],530
5,1,29,0,,3.39,0.24,402.74,6,miaow,0,5,5,Noun,Noun,,4,2,1,point,w,93.80530973,1,[word_response],513
5,1,29,,,,,,0,would,0,5,6,,,,,,,appaer,nw,93.85964912,1,[nonword_response],512
5,1,29,,,,,,0,hodiernal ,0,10,6,,,,,,,aronud,nw,93.91304348,1,[nonword_response],479
5,1,29,,,,,,0,miaow,0,5,5,,,,,,,semll,nw,93.96551724,1,[nonword_response],686
5,1,29,0,3.46,4.9,,7.1,6,canorous,0,8,4,Adjective,Noun,,,3,2,pony,w,94.01709402,1,[word_response],662
5,1,29,,,,,,0,revolve,0,7,4,,,,,,,lakc,nw,94.06779661,1,[nonword_response],559
5,1,29,,,,,,0,abaya,0,5,4,,,,,,,pian,nw,94.11764706,1,[nonword_response],492
5,1,29,,,,,,0,downright,0,9,6,,,,,,,nealry,nw,94.16666667,1,[nonword_response],699
5,1,29,,,,,,0,even,0,4,5,,,,,,,aomng,nw,94.21487603,1,[nonword_response],612
5,1,29,600,1.48,1.66,3228.32,315.88,4,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,94.26229508,1,[word_response],576
5,1,29,0,,4.11,,2.14,6,deedy,0,5,6,Adjective,Verb,,,2,1,scroll,w,94.30894309,1,[word_response],573
5,1,29,0,,3.07,,4.75,6,abaya,0,5,6,Noun,Verb,,,3,2,digest,w,94.35483871,1,[word_response],537
5,1,29,,,,,,0,musty,0,5,7,,,,,,,mahcine,nw,94.4,1,[nonword_response],519
5,1,29,,,,,,0,septic,0,6,4,,,,,,,ekep,nw,94.44444444,1,[nonword_response],454
5,1,29,256,2.37,2.89,1383.37,144.21,4,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,94.48818898,1,[word_response],359
5,1,29,,,,,,0,certain,0,7,6,,,,,,,amuont,nw,94.53125,1,[nonword_response],525
5,1,29,117,2.64,1.73,2545.66,110.02,4,will,1128,4,6,Verb,Noun,3,4,1,2,appeal,w,94.57364341,1,[word_response],587
5,1,29,0,3.04,4.82,0.56,36.78,6,panics,0,6,5,Verb,Noun,,,2,1,yards,w,94.61538462,1,[word_response],614
5,1,29,,,,,,0,curd,0,4,7,,,,,,,failrue,nw,94.65648855,1,[nonword_response],497
5,1,29,,,,,,0,glabrous,0,8,4,,,,,,,eeys,nw,94.6969697,1,[nonword_response],466
5,1,29,,,,,,0,cell,0,4,6,,,,,,,swtich,nw,94.73684211,1,[nonword_response],594
5,1,29,,,,,,0,cadged,0,6,4,,,,,,,takn,nw,94.7761194,1,[nonword_response],383
5,1,29,84,2.14,2.04,4632.4,50.83,4,this,2909,4,7,Determiner,Adjective,3,6,1,2,ancient,w,94.81481481,1,[word_response],483
5,1,29,,,,,,0,with,0,4,6,,,,,,,nubmer,nw,94.85294118,1,[nonword_response],436
5,1,29,,,,,,0,canorous,0,8,6,,,,,,,corenr,nw,94.89051095,1,[nonword_response],407
5,1,29,,,,,,0,lentil,0,6,5,,,,,,,alnoe,nw,94.92753623,1,[nonword_response],570
5,1,29,,,,,,0,volt,0,4,7,,,,,,,deifned,nw,94.96402878,1,[nonword_response],456
5,1,29,10,3.9,4.96,0.96,9.85,5,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,95,1,[word_response],585
5,1,29,35,2,3.3,6520.5,493.85,4,with,4777,4,6,Preposition,Noun,3,5,1,2,number,w,95.03546099,1,[word_response],502
5,1,29,1071,1.12,3.13,2551.98,109.14,4,would,1036,5,6,Verb,Verb,3,4,1,2,appear,w,95.07042254,1,[word_response],533
5,1,29,12,3.57,5,2.89,10.21,5,gilded,2,6,4,Adjective,Noun,6,3,2,1,cage,w,95.1048951,1,[word_response],500
5,1,29,73,3.67,5,481.01,90.7,4,little,828,6,4,Adjective,Noun,5,4,2,2,baby,w,95.13888889,1,[word_response],498
5,1,29,226,2.93,3.97,4334.75,56.75,4,they,1616,4,4,Pronoun,Verb,2,3,1,1,beat,w,95.17241379,1,[word_response],593
5,1,29,,,,,,0,first,0,5,6,,,,,,,anunal,nw,95.20547945,1,[nonword_response],622
5,1,29,0,,4.15,0.07,5.16,6,cadged,0,6,4,Verb,Adjective,,,1,1,limp,w,95.23809524,1,[word_response],712
5,1,29,,,,,,0,shitty,0,6,4,,,,,,,durm,nw,95.27027027,1,[nonword_response],975
5,1,29,19,3.74,4.8,0.91,33.24,5,septic,2,6,4,Adjective,Noun,6,4,2,1,tank,w,95.30201342,1,[word_response],556
5,1,29,12,2.96,4.61,2.76,75,5,shady,1,5,6,Adjective,Noun,4,5,2,2,corner,w,94.66666667,0,[word_response],970
5,1,29,0,,3.52,,391.12,6,fipple,0,6,5,Noun,Noun,,4,2,1,state,w,94.70198676,1,[word_response],536
5,1,29,,,,,,0,strict,0,6,8,,,,,,,campiagn,nw,94.73684211,1,[nonword_response],774
5,1,29,,,,,,0,this,0,4,7,,,,,,,anicent,nw,94.77124183,1,[nonword_response],1068
5,1,29,0,1.78,4.71,17.49,38.21,6,behave ,0,7,3,Verb,Noun,,,2,1,pub,w,94.80519481,1,[word_response],564
5,1,29,,,,,,0,will,0,4,6,,,,,,,appael,nw,94.83870968,1,[nonword_response],705
5,1,29,,,,,,0,snare,0,5,6,,,,,,,ahppen,nw,94.87179487,1,[nonword_response],457
5,1,29,,,,,,0,research,0,8,5,,,,,,,alnog,nw,94.9044586,1,[nonword_response],648
5,1,29,,,,,,0,fipple,0,6,6,,,,,,,ssytem,nw,94.93670886,1,[nonword_response],386
5,1,29,47,2.07,3.66,182.49,63.25,4,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,94.96855346,1,[word_response],551
5,1,29,10,4.04,4.12,0.88,415.47,5,polyp,1,5,5,Noun,Noun,5,4,2,1,group,w,95,1,[word_response],596
5,1,29,,,,,,0,panics,0,6,5,,,,,,,gruop,nw,95.0310559,1,[nonword_response],430
5,1,29,,,,,,0,shady,0,5,4,,,,,,,depe,nw,95.0617284,1,[nonword_response],432
5,1,29,,,,,,0,benthos,0,7,4,,,,,,,letf,nw,95.09202454,1,[nonword_response],641
5,1,29,0,,3.79,,59.57,6,effable,0,7,4,Adjective,Noun,,,2,1,heat,w,95.12195122,1,[word_response],668
5,1,29,,,,,,0,plate,0,5,4,,,,,,,cgae,nw,95.15151515,1,[nonword_response],502
5,1,29,12,1.72,2.52,2.79,9.85,5,downright,2,9,4,Adverb,Adjective,6,3,2,1,rude,w,95.18072289,1,[word_response],534
5,1,29,125,1.53,4.88,1112.37,57.99,4,should,564,6,4,Verb,Noun,3,3,1,1,bear,w,95.20958084,1,[word_response],581
5,1,29,375,1.85,2.14,471.72,193.35,4,came,171,4,5,Verb,Adverb,3,4,1,2,along,w,95.23809524,1,[word_response],561
5,1,29,,,,,,0,deedy,0,5,5,,,,,,,meetr,nw,95.26627219,1,[nonword_response],509
5,1,29,,,,,,0,loony,0,5,6,,,,,,,numebr,nw,95.29411765,1,[nonword_response],493
5,1,29,10,4.48,4.72,0.32,13.53,5,lentil,1,6,4,Noun,Noun,6,3,2,1,soup,w,95.32163743,1,[word_response],475
5,1,29,367,1.54,3.48,11153.82,486.51,4,that,5217,4,5,Determiner,Noun,3,4,1,1,place,w,95.34883721,1,[word_response],459
5,1,29,0,,3.86,,4.68,6,glabrous,0,8,4,Adjective,Verb,,,2,1,tuck,w,95.37572254,1,[word_response],556
5,1,29,,,,,,0,should,0,6,4,,,,,,,baer,nw,95.40229885,1,[nonword_response],473
5,1,29,0,2.58,4.52,0.73,365.29,6,shitty,0,6,5,Adjective,Noun,,3,2,1,night,w,95.42857143,1,[word_response],539
5,1,29,,,,,,0,they,0,4,4,,,,,,,baet,nw,95.45454545,1,[nonword_response],585
5,1,29,,,,,,0,gilded,0,6,6,,,,,,,objetc,nw,95.48022599,1,[nonword_response],547
5,1,29,,,,,,0,beady,0,5,6,,,,,,,insdie,nw,95.50561798,1,[nonword_response],561
5,1,29,21,3.46,4.85,0.56,297.06,5,beady,2,5,4,Adjective,Noun,4,2,2,1,eyes,w,95.53072626,1,[word_response],558
5,1,29,10,4.19,4.7,1.03,25.89,5,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,95.55555556,1,[word_response],459
5,1,29,,,,,,0,little,0,6,4,,,,,,,bbay,nw,95.5801105,1,[nonword_response],475
5,1,29,72,3.44,1.96,1.27,452.86,5,revolve,1,7,6,Verb,Adverb,6,3,2,2,around,w,95.6043956,1,[word_response],493
5,1,29,64,2.72,2.61,20.69,219.35,5,strict,38,6,5,Adjective,Noun,6,4,1,1,sense,w,95.6284153,1,[word_response],525
5,1,29,0,,4.75,,379.06,6,benthos,0,7,4,Noun,Noun,,3,2,1,head,w,95.65217391,1,[word_response],492
5,1,29,0,,3.11,,52.68,6,hodiernal ,0,10,4,Adjective,Noun,,,1,1,lies,w,95.67567568,1,[word_response],538
5,1,29,16,3.07,3.7,1.41,37.55,5,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,95.69892473,1,[word_response],521
5,1,29,0,,3.72,,351.44,6,labarum,0,7,4,Noun,Noun,,4,3,3,area,w,95.72192513,1,[word_response],1521
5,1,29,107,4.52,2.08,137.32,77.63,4,heart,120,5,7,Noun,Noun,4,5,1,2,failure,w,95.74468085,1,[word_response],502
5,1,29,,,,,,0,spent,0,5,5,,,,,,,godos,nw,95.76719577,1,[nonword_response],439
5,1,29,11,1.97,3.63,2.6,176.13,5,ghostly,1,7,6,Adjective,Verb,6,5,2,2,figure,w,95.78947368,1,[word_response],490
5,1,29,,,,,,0,carat,0,5,5,,,,,,,gruop,nw,95.81151832,1,[nonword_response],586
5,1,29,,,,,,0,cadence,0,7,5,,,,,,,nihgt,nw,95.83333333,1,[nonword_response],455
5,1,29,,,,,,0,crusty,0,6,4,,,,,,,haed,nw,95.85492228,1,[nonword_response],488
5,1,29,190,1.52,3.67,1295.5,143.09,4,just,895,4,6,Adverb,Adverb,4,5,1,2,inside,w,95.87628866,1,[word_response],473
5,1,29,146,1.43,3.38,1230.87,107,4,very,987,4,4,Adverb,Adjective,4,3,2,1,deep,w,95.38461538,0,[word_response],506
5,1,29,0,,2.67,,1.82,6,jumentous,0,9,4,adjective,Noun,,,3,1,toil,w,95.40816327,1,[word_response],538
5,1,29,0,,3.69,,7.98,6,ratite,0,6,5,Adjective,Adjective,,,2,1,crisp,w,95.43147208,1,[word_response],521
5,1,29,,,,,,0,research,0,8,6,,,,,,,swtich,nw,95.45454545,1,[nonword_response],584
5,1,29,,,,,,0,worldly,0,7,5,,,,,,,piont,nw,95.47738693,1,[nonword_response],643
5,1,29,11,4.59,3.78,1.43,164.65,5,croquet,1,7,4,Noun,Noun,5,4,2,1,club,w,95.5,1,[word_response],606
5,1,29,0,,4.07,,4.28,6,panurgic,0,8,4,Adjective,Noun,,,3,1,stab,w,95.52238806,1,[word_response],666
5,1,29,,,,,,0,whacking,0,8,4,,,,,,,pnoy,nw,95.54455446,1,[nonword_response],419
5,1,29,,,,,,0,about,0,5,4,,,,,,,nsoe,nw,95.56650246,1,[nonword_response],502
5,1,29,12,3.48,1.81,0.43,452.17,5,whacking,1,8,5,Verb,Adjective,5,4,2,1,great,w,95.58823529,1,[word_response],435
5,1,29,383,1.77,4.04,1971.16,173.09,4,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,95.6097561,1,[word_response],581
5,1,29,350,1.34,1.78,1683.92,87.6,4,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,95.63106796,1,[word_response],544
5,1,29,,,,,,0,clearly,0,7,5,,,,,,,graet,nw,95.65217391,1,[nonword_response],589
